tokens,labels
be,1
addressed,1
by,1
the,1
Court,1
are,1
whether,1
RCRA,1
preempt:,0
a,1
local,1
ordlnance's,0
prohibition,1
of,1
all,1
dlsposal,0
of,1
hazardous,1
waste,1
pursuant,1
to,1
a,1
federal,1
permlt,0
and,1
can,1
a,1
locallty,0
prohibit,1
all,1
hazardous,1
waste,1
dlsposal,0
Within,1
1::,0
borders.,1
The,1
resolutlon,0
of,1
thls,0
case,1
will,1
have,1
a,1
longiterm,0
unpact,0
on,1
the,1
way,1
1ndustry,0
plans/manages,1
1:5,0
wastes.,1
Burnlng,0
1n,0
Bollars,0
Posltlon,0
Paper.,1
The,1
EMC,1
approved,1
a,1
revlsed,0
posltlon,0
paper,1
concernlng,0
regulatlon,0
of,1
the,1
burnlng,0
of,1
hazardous,1
wastes,1
1n,0
1ndustrlal,0
hollers.,0
The,1
revlslons,0
reflect,1
the,1
1994,0
Hazardous,1
and,1
Solid,1
Waste,1
Amendments.,1
The,1
revlsed,0
posltlon,0
paper,1
will,1
be,1
used,1
to,1
respond,1
to,1
EPA'S,1
antlclpated,0
proposed,1
regulatlon,0
of,1
the,1
burnlng,0
of,1
hazardous,1
wastes,1
Page,1
9,1
cm,0
039513,0
1n,0
1ndustrlal,0
hollers.,0
In,1
addltlon.,0
the,1
posltlon,0
paper,1
will,1
be,1
used,1
1n,0
3,1
cm,0
sponsored,1
Keystone,1
Conference,1
on,1
burnlng,0
hazardous,1
wastes,1
1n,0
1ndustrlal,0
hollers.,0
"Industry,",1
"government,",1
and,1
envlronmental,1
representatlves,0
have,1
been,1
1nv1ted,0
m,1
partlclpate,0
1n,0
thls,0
consensus,1
development,1
conference.,1
Underground,1
Injectlon,0
Control,1
Project,1
EPA,1
Regulatory,1
Issues.,1
The,1
Underground,1
Injectlon,0
Control,1
Task,1
Group,1
developed,1
a,1
115:,0
of,1
regulatory,1
lssues,0
EPA,1
needs,1
to,1
resolve,1
as,1
part,1
of,1
the,1
regulatory,1
development,1
process,1
for,1
land,1
dlsposal,0
ban,1
declslons,0
of,1
hazardous,1
wastes,1
dlsposed,0
by,1
underground,1
1njectlon.,0
The,1
resolutlon,0
of,1
many,1
of,1
these,1
lssues,0
may,1
have,1
a,1
threat,1
1mpact,0
on,1
whether,1
or,1
not,1
certaln,0
wastes,1
Hill,1
ultlmately,0
be,1
allowed,1
to,1
be,1
dlsposed,0
by,1
underground,1
1njectlon.,0
The,1
questlons,0
address,1
"technlcal,",0
"legal,",1
and,1
pollcy,0
lssues.,0
mp:,0
Sponsored,1
Regulatory,1
Negotlatlons.,0
CMA'S,1
Underground,1
Injectlon,0
Control,1
Group,1
has,1
been,1
1nv1ted,0
to,1
partlclpate,0
1n,0
3,1
Underground,1
Injectlon,0
Practlces,0
Councll,0
mrpcy,0
exploratory,1
meetlng,0
m,1
determlne,0
15,1
the,1
RCRA,1
land,1
dlsposal,0
ban,1
appllcable,0
to,1
underground,1
1njectlon,0
of,1
hazardous,1
wastes,1
lssue,0
15,1
approprlate,0
for,1
regulatory,1
negotlatlons.,0
The,1
initial,1
meetlng,0
15,1
to,1
determlne,0
15,1
enough,1
regulatory,1
lssues,0
exlst,0
that,1
are,1
amenable,1
to,1
meanlngful,0
and,1
successful,1
negotlatlons.,0
A,1
fundamental,1
questlon,0
to,1
be,1
resolved,1
at,1
the,1
exploratory,1
meetlng,0
15,1
whether,1
all,1
concerned,1
partles,0
are,1
willing,1
to,1
partlclpate,0
1n,0
3,1
negotlatlon,0
actlvlty.,0
thlgatlon,0
and,1
Related,1
Actlvltles,0
Deflnltlon,0
of,1
Solid,1
waste.,1
cm,0
15,1
challenglng,0
1n,0
the,1
Court,1
of,1
Appeals,1
EPA'S,1
January,1
"5,",1
1995,1
rule,1
deflnlng,0
solld,0
waste,1
to,1
1nclude,0
materlals,0
resultlng,0
from,1
a,1
manufacturlng,0
process,1
or,1
used,1
1n,0
3,1
manufacturlng,0
process,1
that,1
are,1
reclalmed,0
and,1
reused,1
1n,0
3,1
"""closediloop""",0
manner,1
1n,0
thd,1
same,1
manufacturlng,0
process.,1
Th1:,0
rule,1
would,1
subject,1
to,1
the,1
panoply,1
of,1
RCRA,1
regulatlon,0
an,1
estlmated,0
3000,1
to,1
sum,1
tanks,1
used,1
by,1
cm,0
members,1
1n,0
thelr,0
manufacturlng,0
operatlons.,0
As,1
part,1
of,1
the,1
"litigation,",1
CMA,1
has,1
convlnced,0
EPA,1
to,1
propose,1
an,1
amendment,1
to,1
1::,0
rules,1
that,1
would,1
exclude,1
thls,0
"""closediloop""",0
reclamatlon,0
from,1
EPA,1
jurlsdlctlon.,0
EPA,1
proposed,1
such,1
an,1
amendment,1
on,1
December,1
"16,",1
1995,1
and,1
am,1
will,1
Elle,0
comments,1
supportlng,0
the,1
amendment.,1
Codlflcatlon,0
Rule/Correctlve,0
Actlon.,0
CMA,1
has,1
1ntervened,0
1n,0
a,1
challenge,1
to,1
EPA'S,1
July,1
"15,",1
1995,1
rule,1
codlfylng,0
the,1
1994,0
RCRA,1
Amendments.,1
The,1
challenge,1
"1nvolves,",0
among,1
other,1
"lssues,",0
the,1
questlon,0
of,1
to,1
what,1
extent,1
must,1
owners,1
of,1
waste,1
facilities,1
repalr,0
the,1
envlronment,0
damaged,1
by,1
prior,1
releases.,1
cm,0
15,1
monltorlng,0
the,1
lltlgatlon,0
and,1
may,1
partlclpate,0
1n,0
settlement,1
negotlatlons,0
mm,0
EPA,1
almed,0
at,1
clarlfylng,0
the,1
rule.,1
Alr,0
I,1
Page,1
10,1
cm,0
039514,0
Congresslonal,0
Developments,1
and,1
Response,1
House,1
Actlvlty.,0
The,1
Bonsaipassed,0
Superfund,1
leglslatlon,0
contalns,0
a,1
communlty,0
rlghtitoiknow,0
amendment,1
sponsored,1
by,1
Rep.,1
Bob,1
Edgar,1
"”Hm,",0
1nclud1ng,0
alr,0
emlsslons,0
reportlng,0
requlrements.,0
(See,1
further,1
descrlptlon,0
under,1
"""nghtitoiknow"".7",0
The,1
Edgar,1
amendment,1
7,1
even,1
15,1
altered,1
1n,0
conference,1
7,1
will,1
affect,1
future,1
air,1
toxlcs,0
leglslatlon.,0
Currently,1
the,1
only,1
fulliscale,0
air,1
toxlcs,0
mu,0
1:,1
3.x.,0
"257a,",0
whlch,0
Rep.,1
Henry,1
Waxman,1
"”Hm,",0
1ntroduced.,0
Slnce,0
Waxman,1
held,1
hearlngs,0
on,1
3.x.,0
2575,0
last,1
"June,",1
he,1
has,1
been,1
preoccupled,0
Hlth,0
"Superfund,",1
and,1
other,1
lssues.,0
In,1
fact,1
Waxman,1
actlvely,0
supported,1
and,1
worked,1
for,1
the,1
Edgar,1
amendment.,1
Early,1
1n,0
"1935,",0
Waxman,1
reportedly,1
plans,1
to,1
resume,1
efforts,1
toward,1
full,1
scale,1
alr,0
toxlcs,0
leglslatlon.,0
Th1:,0
could,1
mean,1
addltlonal,0
"hearlngs,",0
changes,1
1n,0
3.x.,0
"2575,",0
or,1
new,1
proposals.,1
In,1
"antlelpatlon,",0
Rep.,1
John,1
mngen,0
(Dim),0
contlnues,0
to,1
collect,1
1nformatlon,0
and,1
data,1
from,1
EPA,1
and,1
other,1
sources,1
regardlng,0
air,1
emlsslons,0
and,1
control.,1
am,1
will,1
address,1
the,1
Edgar,1
amendment,1
1n,0
the,1
House,1
and,1
Senate,1
conference,1
on,1
"Superfund,",1
and,1
15,1
preparlng,0
for,1
addltlonal,0
alr,0
toxlcs,0
actlvlty,0
1n,0
1935.,0
Senate,1
Actlvlty.,0
The,1
Senatejoassed,0
Superfund,1
leglslatlon,0
also,1
contalns,0
communlty,0
rlghtitoiknow,0
emlsslon,0
reportlng,0
requlrements,0
1nclud1ng,0
alr,0
emlsslons.,0
am,1
also,1
will,1
address,1
thls,0
"provlslon,",0
sponsored,1
by,1
Senator,1
Frank,1
Lautenberg,1
"”Hm,",0
1n,0
the,1
conference,1
on,1
Superfund.,1
There,1
have,1
been,1
no,1
Senate,1
hearlngs,0
or,1
full,1
scale,1
air,1
toxlcs,0
proposals;,1
however.,1
Senate,1
hearlngs,0
on,1
acld,0
raln,0
began,1
1n,0
December,1
"1935,",0
and,1
alr,0
toxlcs,0
may,1
be,1
the,1
next,1
toplc,0
1n,0
the,1
Envlronment,0
&,1
Publlc,0
Works,1
Commlttee.,0
Regulatory,1
Developments,1
and,1
Response,1
Chromlum,0
Comments.,1
The,1
EMC'S,0
Process,1
Emlsslon,0
Regulatlons,0
Task,1
Group,1
submltted,0
comments,1
to,1
EPA,1
on,1
the,1
Agency's,1
notlce,0
of,1
1ntent,0
to,1
115:,0
chromlum,0
and,1
hexavalent,1
chromlum,0
as,1
hazardous,1
alr,0
pollutants.,1
CMA'S,1
comments,1
focused,1
on,1
the,1
technlcal,0
adequacy,1
of,1
exposure,1
assessments,1
conducted,1
by,1
EPA,1
and,1
the,1
use,1
of,1
chromlum,0
1n,0
coollng,0
towers,1
and,1
the,1
need,1
for,1
more,1
technlcal,0
analyses,1
on,1
whether,1
the,1
chromlum,0
emlsslons,0
result,1
1n,0
amblent,0
problems.,1
Emlsslons,0
Tradlng,0
Pollcy,0
Petition.,1
"cm,",0
1n,0
conjunctlon,0
mm,0
other,1
1ndustry,0
"groups,",1
has,1
petltloned,0
EPA,1
to,1
publlsh,0
an,1
emlsslons,0
tradlng,0
pollcy,0
more,1
1n,0
llne,0
mm,0
the,1
orlglnal,0
1ntent,0
negotlated,0
between,1
EPA,1
and,1
partles,0
challenglng,0
an,1
earller,0
EPA,1
alr,0
emlsslons,0
pollcy.,0
The,1
most,1
recent,1
draft,1
of,1
Page,1
11,1
cm,0
039515,0
an,1
air,1
emlsslons,0
tradlng,0
pollcy,0
appeared,1
to,1
fundamentally,1
change,1
course,1
and,1
undercut,1
the,1
utility,1
of,1
an,1
emlsslons,0
tradlng,0
pollcy.,0
The,1
goal,1
of,1
the,1
1ndustry,0
petition,1
15,1
to,1
persuade,1
EPA,1
to,1
publlsh,0
an,1
emlsslons,0
tradlng,0
pollcy,0
that,1
facllltates,0
1ndustry,0
growth,1
and,1
protects,1
the,1
envlronment.,0
Secondary,1
Emlsslons,0
Comments.,1
The,1
EMC'S,0
Process,1
insslon,0
Regulatlons,0
Task,1
Group,1
submltted,0
comments,1
to,1
EPA,1
on,1
a,1
technlcal,0
report,1
on,1
developmg,0
a,1
program,1
of,1
air,1
regulatlons,0
at,1
hazardous,1
waste,1
"treatment,",1
storage,1
and,1
dlsposal,0
facilities.,1
CMA'S,1
comments,1
focused,1
on,1
technlcal,0
aspects,1
of,1
estlmatlng,0
air,1
emlsslons,0
from,1
hazardous,1
waste,1
dlsposal,0
sltes.,0
The,1
comments,1
are,1
deslgned,0
to,1
55515:,0
1n,0
developmg,0
better,1
and,1
more,1
accurate,1
predlctlve,0
models,1
for,1
estlmatlng,0
alr,0
emlsslons,0
from,1
the,1
unlts,0
comprlslng,0
waste,1
dlsposal,0
facilities.,1
Pollcy,0
"Development,",1
Analytlcal,0
and,1
Program,1
Actlvltles,0
1,1
Recommended,1
Alr,0
Toxlcs,0
Leglslatlve,0
Prlnclples.,0
The,1
EMC,1
has,1
approved,1
recommended,1
prlnclples,0
for,1
addresslng,0
federal,1
and,1
state,1
alr,0
toxlcs,0
leglslatlon.,0
The,1
recommended,1
prlnclples,0
address,1
both,1
routlne,0
emlsslons,0
and,1
accldental,0
emlsslons.,0
The,1
"prlnclples,",0
15,1
adopted,1
by,1
the,1
Board,1
of,1
"Dlrectors,",0
Will,1
be,1
used,1
1n,0
developlng,0
CMA'S,1
alr,0
toxlcs,0
leglslatlve,0
advocacy,1
programs,1
at,1
the,1
federal,1
and,1
state,1
level.,1
Proposed,1
Alr,0
Toxlcs,0
Control,1
Pollcy.,0
The,1
EMC,1
has,1
asslsted,0
members,1
of,1
the,1
Executlve,0
Commlttee,1
1n,0
developlng,0
a,1
proposed,1
air,1
toxlcs,0
control,1
pollcy.,0
As,1
part,1
of,1
thls,0
"actlvlty,",0
EMC,1
members,1
drafted,1
initial,1
Verslons,0
of,1
the,1
alr,0
toxlcs,0
control,1
"pollcy,",0
and,1
1dent1£1ed,0
Varlous,0
optlons,0
on,1
how,1
such,1
a,1
pollcy,0
could,1
be,1
1mplemented,0
by,1
cm,0
member,1
companles.,0
If,1
approved,1
by,1
CMA'S,1
Board,1
of,1
"Dlrectors,",0
the,1
EMC,1
plans,1
a,1
Significant,1
educatlon,0
and,1
technlcal,0
program,1
to,1
55515:,0
the,1
member,1
companles,0
1n,0
unplementlng,0
the,1
alr,0
toxlcs,0
control,1
pollcy.,0
thlgatlon,0
and,1
Related,1
Actlvltles,0
Benzene,1
Litigation.,1
CMA,1
has,1
submltted,0
1:5,0
brlef,0
1n,0
a,1
court,1
5m:,0
brought,1
by,1
the,1
Natural,1
Resources,1
Defense,1
"Councll,",0
Inc.,1
(mum),0
challenglng,0
EPA'S,1
emlsslon,0
standards,1
for,1
benzene,1
under,1
sectlon,0
112,1
of,1
the,1
Clean,1
Alr,0
Act.,1
The,1
case,1
revolves,1
around,1
the,1
"""ample",1
margln,0
of,1
"safety""",1
test,1
of,1
sectlon,0
112.,1
mm:,0
contends,1
that,1
EPA,1
15,1
requlred,0
to,1
set,1
"""zeroirlsk,",0
zero,1
"emlsslon""",0
standards,1
for,1
all,1
carclnogens.,0
CMA,1
and,1
the,1
Amerlcan,0
Petroleum,1
InstltutE.,0
who,1
also,1
15,1
a,1
"party,",1
are,1
argulng,0
1n,0
support,1
of,1
EPA'S,1
posltlon,0
that,1
the,1
Agency,1
15,1
authorlzed,0
to,1
take,1
cost,1
and,1
feaslblllty,0
1nto,0
account,1
1n,0
settlng,0
emlsslon,0
standards.,1
Radlonuclldes,0
Litigation.,1
on,1
January,1
"13,",1
CMA,1
ﬁlled,0
1:5,0
brlef,0
1n,0
3,1
case,1
1nvolv1ng,0
emlsslon,0
standards,1
for,1
radlonuclldes.,0
Th1:,0
"case,",1
whlch,0
ralses,0
lssues,0
Similar,1
to,1
those,1
1n,0
the,1
benzene,1
"litigation,",1
focuses,1
on,1
the,1
"""ample",1
margln,0
of,1
"safety""",1
test,1
of,1
Sectlon,0
112,1
of,1
the,1
Clean,1
Alr,0
Act.,1
mum,0
agaln,0
argues,1
that,1
EPA,1
must,1
set,1
"""zeroirlsk,",0
zero,1
"emlsslon""",0
standards,1
for,1
Page,1
12,1
cm,0
039515,0
r,1
I,1
I,1
all,1
carclnogens.,0
cm,0
counters,1
that,1
EPA,1
has,1
flexlblllty,0
under,1
the,1
statute,1
o,1
conslder,0
cost,1
and,1
feaslblllty,0
1n,0
settlng,0
emlsslon,0
standards.,1
1nyl,0
Chlorlde,0
Litigation.,1
cm,0
prevlously,0
1ntervened,0
1n,0
a,1
court,1
5m:,0
rough:,0
by,1
mum,0
challenglng,0
EPA'S,1
emlsslon,0
standards,1
for,1
Vinyl,1
chlorlde.,0
15,1
case,1
probably,1
will,1
be,1
the,1
flrst,0
m,1
declde,0
the,1
meanlng,0
of,1
the,1
"""ample",1
m,1
rgln,0
of,1
"safety""",1
test,1
1n,0
sectlon,0
112,1
of,1
the,1
Clean,1
Alr,0
Act.,1
All,1
brlefs,0
h,1
we,1
been,1
ﬁlled,0
and,1
a,1
declslon,0
1:,1
expected,1
thls,0
sprlng.,0
c,1
mmunlcatlons,0
T,1
a,1
department,1
prepared,1
a,1
summary,1
and,1
questlon,0
and,1
answer,1
document,1
on,1
t,1
e,1
mngen,0
Survey.,1
5,1
rface,0
Water,1
a,1
gresslonal,0
Developments,1
and,1
Response,1
c,1
ference,1
on,1
Clean,1
Water,1
Act,1
Amendments.,1
Conference,1
on,1
the,1
Senate,1
an,1
House,1
Verslons,0
of,1
s.,1
1129,0
may,1
occur,1
before,1
conference,1
on,1
Superfund.,1
Th,1
tlmlng,0
depends,1
upon,1
resolutlon,0
of,1
the,1
controversy,1
over,1
constructlon,0
gr,1
nts,1
"fundlng,",0
whlch,0
15,1
not,1
an,1
lssue,0
of,1
threat,1
concern,1
to,1
cm.,0
a,1
'5,0
Elva,0
major,1
"lssues,",0
on,1
whlch,0
the,1
Clean,1
Water,1
Act,1
Task,1
Group,1
has,1
be,1
un,0
dlstrlbutlng,0
technlcal,0
papers,1
and,1
dlscusslng,0
1mprovements,0
needed,1
by,1
th,1
"conferees,",1
are,1
the,1
followlng:,0
0,1
Co,1
pllance,0
Deadllnes,0
7,1
cm,0
supports,1
the,1
House,1
Verslon,0
applylng,0
a,1
3,1
1/2,1
ye,0
rs,0
deadllne.,0
0,1
Pa,0
altles,0
7,1
cm,0
supports,1
the,1
House,1
Verslon,0
provldlng,0
for,1
admlnlstratlve,0
pe,1
alty,0
hearlng,0
(APA7,0
procedures;,1
falrer,0
slze,0
of,1
maxlmum,0
admlnlstratlve,0
c1,0
11,1
penaltles;,0
cltlzen,0
5m:,0
precluslon,0
relatlve,0
to,1
admlnlstratlve,0
pe,1
altlesi,0
falrer,0
slze,0
of,1
maxlmum,0
judlclal,0
clvll,0
penaltles;,0
"and,",1
BE,0
1rmat1ve,0
defense,1
protectlon,0
agalnst,0
crlmlnal,0
penaltles.,0
0,1
Eu,0
damentally,0
leferent,0
Factors,1
mm,0
Varlances,0
7,1
cm,0
supports,1
the,1
Ho,1
5e,0
Verslon,0
allowlng,0
use,1
of,1
pup,0
compared,1
to,1
the,1
almost,1
totally,1
re,1
trlctlve,0
Senate,1
Verslon.,0
0,1
Po,0
tiBest,0
Avallable,0
Technology,1
(EAT),0
Requlrements,0
7,1
cm,0
prefers,1
the,1
Se,0
ate,1
Verslon,0
provldlng,0
more,1
tune,1
and,1
state,1
responslblllty.,0
o,1
5:,1
water,1
Pemlts,0
7,1
CMA,1
supports,1
the,1
House,1
Verslon,0
whlch,0
better,1
ta,1
at:,0
the,1
types,1
of,1
dlscharges,0
that,1
should,1
be,1
pemltted,0
and,1
provldes,0
for,1
a,1
better,1
regulatory,1
program.,1
Reg,0
latory,1
Developments,1
and,1
Response,1
Fag,0
13,1
cm,0
039517,0
ocp,0
F,1
Effluent,1
Guldellnes,0
Comments.,1
EMC'S,0
Effluent,1
Guldellnes,0
Task,1
Gro,0
p,1
developed,1
comprehenslve,0
comments,1
on,1
EPA...5,0
proposed,1
revlslons,0
to,1
the,1
org,0
nlc,0
"chemlcals,",0
"plastlcs,",0
and,1
synthetlc,0
flbers,0
(ocPsFy,0
effluent,1
gul,0
ellnes.,0
CMA'S,1
comments,1
hlghllght,0
technlcal,0
problems,1
1n,0
EPA'S,1
reg,0
latory,1
proposals,1
and,1
offer,1
constructlve,0
alternatlves,0
m,1
achleve,0
the,1
Sam,1
envlronmental,1
results.,1
CMA'S,1
comments,1
concentrate,1
on,1
EPA'S,1
fallure,0
to,1
eflect,0
the,1
hlgh,0
levels,1
of,1
waste,1
water,1
treatment,1
already,1
1n,0
exlstence,0
and,1
the,1
enomous,0
addltlonal,0
costs,1
that,1
mlght,0
be,1
mposed,0
mm,0
minimal,1
env,0
ronmental,0
beneflt,0
to,1
meet,1
the,1
proposed,1
limits.,1
Representatlves,0
of,1
CMA,1
and,1
1::,0
member,1
companles,0
met,1
Hlth,0
EPA'S,1
Asslstant,0
Admlnlstrator,1
for,1
water,1
and,1
dlscussed,0
CMA'S,1
concern,1
mm,0
the,1
proposed,1
revlslons,0
to,1
the,1
ocPsF,0
eff,0
uent,1
guldellnes.,0
5m,0
water,1
Permit,1
Regulatlons,0
Comments.,1
EMC'S,0
Water,1
Permlts,0
Task,1
Gro,0
p,1
submltted,0
comments,1
to,1
EPA,1
on,1
proposed,1
revlslons,0
to,1
the,1
mums,0
no,1
water,1
regulatlons.,0
CMA,1
comments,1
indicate,1
general,1
support,1
for,1
EPA'S,1
"""ge",0
eral,0
"pemlt""",0
"approach,",1
but,1
offers,1
several,1
modlflcatlons,0
to,1
remedy,1
some,1
1nd,0
stry,0
concerns.,1
cm,0
representatlves,0
dlscussed,0
our,1
recommedatlons,0
mm,0
EPA,1
staff,1
durlng,0
the,1
comment,1
perlod.,0
"Generally,",1
the,1
proposed,1
"revlslons,",0
15,1
odlfled,0
1n,0
the,1
flnal,0
"regulatlons,",0
Will,1
be,1
a,1
reasonable,1
stomwater,0
reg,0
latory,1
requlrement.,0
Prl,0
rlty,0
Pollutant,1
Llstlng/Dellstlng,0
Comments.,1
The,1
EMC'S,0
Water,1
Qua,0
1ty,0
Crlterla,0
and,1
Standards,1
Task,1
"Group,",1
1n,0
conjunctlon,0
mm,0
the,1
Pht,0
slate,1
Esters,1
Panel.,1
has,1
developed,1
comments,1
on,1
EPA'S,1
report,1
est,0
115mm;,0
3,1
ranklng,0
115:,0
of,1
Sectlon,0
307157,0
prlorlty,0
pollutants.,1
The,1
rep,1
t,1
offers,1
1ndustry,0
an,1
opportunlty,0
to,1
dellst,0
certaln,0
chemlcals,0
from,1
the,1
Seat,0
on,1
307157,0
prlorlty,0
115:,0
and,1
subsequent,1
regulatlon,0
under,1
Varlous,0
Clean,1
Wate,0
Act,1
provlslons.,0
The,1
Phthalate,1
Esters,1
Panel,1
has,1
been,1
actlvely,0
general,1
publlc.,0
am,1
has,1
been,1
meetlng,0
Hlth,0
congresslonal,0
staff,1
to,1
dlscuss,0
thls,0
issue.,1
At,1
thls,0
"point,",1
1:,1
appears,1
that,1
waste,1
mlnlmlzatlon,0
Will,1
be,1
a,1
prlorlty,0
lssue,0
over,1
the,1
next,1
few,1
years.,1
1:,1
15,1
Very,1
1mportant,0
that,1
CMA,1
member,1
companles,0
focus,1
on,1
thls,0
lssue,0
now.,1
Although,1
Very,1
llttle,0
actlvlty,0
1:,1
expected,1
1n,0
the,1
flrst,0
part,1
of,1
"1937,",0
waste,1
mlnlmlzatlon,0
Will,1
be,1
an,1
emerglng,0
lssue,0
over,1
the,1
next,1
two,1
years.,1
Underground,1
Inlectlon,0
Commlttee.,0
The,1
1994,0
RCRA,1
amendments,1
requlre,0
EPA,1
to,1
detemlne,0
whether,1
underground,1
1njectlon,0
should,1
remaln,0
an,1
option,1
for,1
the,1
dlsposal,0
of,1
hazardous,1
waste.,1
Several,1
envlronmental,1
"groups,",1
led,1
by,1
the,1
Natural,1
Resources,1
Defense,1
Councll,0
"(mum),",0
have,1
made,1
the,1
ellmlnatlon,0
of,1
underground,1
1njectlon,0
one,1
of,1
thelr,0
major,1
13,1
CMA,1
039755,0
prlorltles.,0
An,1
EPA,1
ban,1
on,1
new,1
leglslatlon,0
prohlbltlng,0
underground,1
1njectlon,0
would,1
dlrectly,0
affect,1
the,1
chemlcal,0
"1ndustry,",0
whlch,0
15,1
the,1
major,1
user,1
of,1
underground,1
1njectlon,0
for,1
the,1
dlsposal,0
of,1
hazardous,1
waste.,1
In,1
an,1
effort,1
to,1
answer,1
the,1
mum,0
opposltlon,0
to,1
underground,1
1njectlon.,0
the,1
CMA,1
Underground,1
Injectlon,0
Control,1
Task,1
Group,1
has,1
been,1
contactlng,0
Congressmen,1
who,1
have,1
dlsposal,0
wells,1
1n,0
thelr,0
dlstrlcts,0
to,1
reassure,1
them,1
about,1
the,1
safety,1
of,1
the,1
technology.,1
These,1
contacts,1
are,1
expected,1
to,1
contlnue,0
on,1
a,1
regular,1
basls,0
as,1
long,1
as,1
envlronmentallst,0
opposltlon,0
to,1
underground,1
1njectlon,0
perslsts.,0
Although,1
no,1
hearlngs,0
Will,1
be,1
held,1
speclflcally,0
on,1
underground,1
1njectlon,0
1n,0
early,1
"1937,",0
we,1
expect,1
the,1
lssue,0
m,1
be,1
addressed,1
1n,0
RCRA,1
overslght,0
hearlngs,0
throughout,1
the,1
year.,1
The,1
1ntroductlon,0
of,1
any,1
groundwater,1
leglslatlon,0
may,1
also,1
touch,1
upon,1
the,1
practlce,0
of,1
underground,1
1njectlon.,0
CMA,1
Hill,1
contlnue,0
to,1
comnunlcata,0
Hlth,0
Congress,1
on,1
underground,1
1njectlon.,0
The,1
lssue,0
Hill,1
begln,0
m,1
recelve,0
more,1
attentlon,0
when,1
Congress,1
returns,1
1n,0
January,1
1937.,0
2.,1
Regulatory,1
Developments,1
and,1
Response,1
Land,1
Dlsposal,0
Prohibition,1
Comments.,1
CMA,1
submltted,0
comments,1
on,1
EPA'S,1
announcement,1
of,1
the,1
avaliablllty,0
of,1
data,1
and,1
request,1
for,1
comments,1
on,1
proposed,1
land,1
dlsposal,0
restrlctlons.,0
The,1
flnal,0
rule,1
will,1
address,1
the,1
treatment,1
requlrements,0
for,1
dlsposlng,0
of,1
speclfled,0
hazardous,1
wastes,1
1n,0
landfllls.,0
CMA'S,1
comments,1
address,1
the,1
varlablllty,0
factor,1
"calculatlon,",0
the,1
outller,0
test.,1
data,1
base,1
"modlflcatlons,",0
and,1
Varlance,0
from,1
a,1
treatment,1
standard.,1
3.,1
Pollcy,0
"Development,",1
Analytlcal,0
and,1
Program,1
Actlvltles,0
RCRA,1
Regulatlons,0
Workshop.,1
cm,0
sponsored,1
a,1
RCRA,1
Regulatlons,0
Workshop,1
on,1
December,1
"1112,",0
1935.,0
Approxlmately,0
170,1
member,1
company,1
representatlves,0
partlclpated,0
1n,0
the,1
twoiday,0
workshop.,1
cm,0
and,1
EPA,1
representatlves,0
addressed,1
a,1
Wide,0
spectrum,1
of,1
RCRA,1
luvplementatlon,0
"lssues,",0
"1.e.,",0
land,1
dlsposal,0
ban,1
"provlslons,",0
organlc,0
toxlclty,0
"proposal,",1
EPA,1
hazardous,1
waste,1
"strategy,",1
mmmum,0
technology,1
and,1
retroflt,0
requlrements.,0
closure,1
"requlrements,",0
hazardous,1
waste,1
tank,1
"rules,",1
and,1
correctlve,0
actlon,0
requlrements.,0
4.,1
thlgatlon,0
and,1
Related,1
Actlvltles,0
CMA,1
v.,1
EPA,1
(Closure,1
rulel.,1
cm,0
15,1
challenglng,0
EPA'S,1
flnal,0
closure,1
rule,1
that,1
could,1
severely,1
11m:,0
the,1
useful,1
life,1
of,1
an,1
1mpoundment,0
or,1
landflll,0
m,1
recelve,0
nonhazardous,1
waste,1
after,1
1:,1
stops,1
recelvlng,0
hazardous,1
waste.,1
The,1
rule,1
requlres,0
the,1
unlt,0
to,1
be,1
closed,1
Hlthln,0
180,1
days,1
of,1
the,1
flnal,0
recelpt,0
of,1
hazardous,1
waste.,1
As,1
"such,",1
the,1
unlt,0
could,1
not,1
be,1
used,1
for,1
the,1
dlsposal,0
of,1
nonhazardous,1
waste.,1
EPA,1
has,1
agreed,1
to,1
enter,1
1nto,0
settlement,1
"negotlatlons,",0
Hlth,0
the,1
brleflng,0
schedule,1
stayed,1
for,1
nlnety,0
days.,1
am,1
has,1
proposed,1
alternatlves,0
other,1
than,1
retroflttlng,0
luvpoundments,0
Hlth,0
double,1
llners,0
and,1
leachate,1
collectlon,0
systems.,1
14,1
CMA,1
039755,0
Hazardous,1
Waste,1
Treatment,1
Councll,0
v.,1
EPA,1
(Land,1
Dlsposal,0
Rastrlcuonsy.,0
CMA,1
has,1
1ntervened,0
1n,0
a,1
challenge,1
by,1
the,1
Hazardous,1
Waste,1
Treatment,1
Councll,0
m,1
EPA'S,1
November,1
"7,",1
"1935,",0
flnal,0
rule,1
restrlctlng,0
the,1
land,1
dlsposal,0
of,1
solvents,1
and,1
dloxlns.,0
CMA,1
will,1
support,1
EPA'S,1
rule,1
that,1
15,1
there,1
15,1
1nsufflc1ent,0
capaclty,0
to,1
treat,1
a,1
"waste,",1
the,1
waste,1
can,1
be,1
placed,1
1n,0
an,1
exlstlng,0
unlt,0
that,1
15,1
not,1
doublE*llned,0
for,1
up,1
to,1
two,1
years,1
whlle,0
capaclty,0
15,1
bemg,0
developed.,1
CMA,1
plans,1
to,1
challenge,1
other,1
aspects,1
of,1
EPA'S,1
flnal,0
rule.,1
"Speclflcally,",0
am,1
